INFO 2025-05-11 03:30:36,458 autoreload 8873 8552794176 Watching for file changes with StatReloader
INFO 2025-05-11 05:00:56,554 basehttp 8873 6244216832 "OPTIONS /api/restaurants/hot/ HTTP/1.1" 200 5709
WARNING 2025-05-11 05:01:21,528 basehttp 8873 6193737728 "GET /api/api/restaurants/hot/?page=1&pageSize=12 HTTP/1.1" 404 3272
WARNING 2025-05-11 05:01:30,529 basehttp 8873 6210564096 "GET /api/api/restaurants/hot/?page=1&pageSize=12 HTTP/1.1" 404 3272
INFO 2025-05-11 05:01:40,073 basehttp 8873 6227390464 "OPTIONS /api/api/restaurants/search/?city=San+Francisco&date=2025-05-14&time=11%3A00&people=2&page=1&pageSize=12 HTTP/1.1" 200 0
WARNING 2025-05-11 05:01:40,076 basehttp 8873 6227390464 "GET /api/api/restaurants/search/?city=San+Francisco&date=2025-05-14&time=11%3A00&people=2&page=1&pageSize=12 HTTP/1.1" 404 3354
WARNING 2025-05-11 05:01:58,170 basehttp 8873 6244216832 "GET /api/api/restaurants/hot/?page=1&pageSize=12 HTTP/1.1" 404 3272
INFO 2025-05-11 05:09:01,058 basehttp 8873 6261043200 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-05-11 05:09:01,073 basehttp 8873 6261043200 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4157
INFO 2025-05-11 05:09:01,091 basehttp 8873 6261043200 "GET /static/admin/css/base.css HTTP/1.1" 200 22092
INFO 2025-05-11 05:09:01,094 basehttp 8873 6261043200 "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2804
INFO 2025-05-11 05:09:01,095 basehttp 8873 6277869568 "GET /static/admin/js/theme.js HTTP/1.1" 200 1653
INFO 2025-05-11 05:09:01,095 basehttp 8873 6311522304 "GET /static/admin/css/login.css HTTP/1.1" 200 951
INFO 2025-05-11 05:09:01,096 basehttp 8873 6294695936 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2810
INFO 2025-05-11 05:09:01,096 basehttp 8873 6328348672 "GET /static/admin/css/responsive.css HTTP/1.1" 200 17972
INFO 2025-05-11 05:09:01,098 basehttp 8873 6328348672 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
WARNING 2025-05-11 05:09:01,119 basehttp 8873 6328348672 "GET /favicon.ico HTTP/1.1" 404 3210
INFO 2025-05-11 05:11:20,567 basehttp 8873 6193737728 "OPTIONS /api/api/restaurants/hot/?page=1&pageSize=12 HTTP/1.1" 200 0
WARNING 2025-05-11 05:11:20,573 basehttp 8873 6193737728 "GET /api/api/restaurants/hot/?page=1&pageSize=12 HTTP/1.1" 404 3272
INFO 2025-05-11 05:16:54,530 basehttp 8873 6210564096 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-05-11 05:16:54,559 basehttp 8873 6210564096 "GET /admin/ HTTP/1.1" 200 4520
INFO 2025-05-11 05:16:54,580 basehttp 8873 6210564096 "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
WARNING 2025-05-11 05:17:29,680 basehttp 8873 6193737728 "GET /api/api/restaurants/hot/?page=1&pageSize=12 HTTP/1.1" 404 3272
INFO 2025-05-11 05:17:37,753 basehttp 8873 6210564096 "OPTIONS /api/api/restaurants/search/?city=San+Francisco&date=&time=19%3A00&people=1&page=1&pageSize=12 HTTP/1.1" 200 0
WARNING 2025-05-11 05:17:37,756 basehttp 8873 6210564096 "GET /api/api/restaurants/search/?city=San+Francisco&date=&time=19%3A00&people=1&page=1&pageSize=12 HTTP/1.1" 404 3344
WARNING 2025-05-11 05:18:00,518 basehttp 8873 6227390464 "GET / HTTP/1.1" 404 3159
INFO 2025-05-11 05:18:10,231 basehttp 8873 6244216832 "GET /admin/password_change/ HTTP/1.1" 200 6175
INFO 2025-05-11 05:18:10,245 basehttp 8873 6244216832 "GET /static/admin/css/forms.css HTTP/1.1" 200 8794
INFO 2025-05-11 05:18:10,246 basehttp 8873 6244216832 "GET /static/admin/css/widgets.css HTTP/1.1" 200 11564
INFO 2025-05-11 05:18:13,042 basehttp 8873 6244216832 "GET /admin/ HTTP/1.1" 200 4520
INFO 2025-05-11 05:21:01,830 basehttp 8873 6193737728 "POST /admin/logout/ HTTP/1.1" 200 3555
INFO 2025-05-11 05:21:01,840 basehttp 8873 6193737728 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-05-11 05:21:01,842 basehttp 8873 6210564096 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-05-11 05:21:01,843 basehttp 8873 6193737728 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-05-11 05:21:01,843 basehttp 8873 6227390464 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-05-11 05:21:01,843 basehttp 8873 6244216832 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-05-11 05:21:01,844 basehttp 8873 6244216832 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-05-11 05:21:03,784 basehttp 8873 6244216832 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-05-11 05:21:03,788 basehttp 8873 6244216832 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4157
INFO 2025-05-11 05:21:03,800 basehttp 8873 6244216832 "GET /static/admin/css/login.css HTTP/1.1" 304 0
INFO 2025-05-11 05:21:15,526 basehttp 8873 6261043200 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-05-11 05:21:15,542 basehttp 8873 6261043200 "GET /admin/ HTTP/1.1" 200 5309
INFO 2025-05-11 05:21:15,566 basehttp 8873 6261043200 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2025-05-11 05:21:15,566 basehttp 8873 6277869568 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2025-05-11 05:21:20,329 basehttp 8873 6193737728 "GET /admin/auth/group/add/ HTTP/1.1" 200 12579
INFO 2025-05-11 05:21:20,345 basehttp 8873 6227390464 "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2025-05-11 05:21:20,345 basehttp 8873 6244216832 "GET /static/admin/js/core.js HTTP/1.1" 200 6208
INFO 2025-05-11 05:21:20,347 basehttp 8873 6261043200 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 9097
INFO 2025-05-11 05:21:20,347 basehttp 8873 6277869568 "GET /static/admin/js/SelectBox.js HTTP/1.1" 200 4530
INFO 2025-05-11 05:21:20,347 basehttp 8873 6227390464 "GET /static/admin/js/actions.js HTTP/1.1" 200 8076
INFO 2025-05-11 05:21:20,348 basehttp 8873 6244216832 "GET /static/admin/js/SelectFilter2.js HTTP/1.1" 200 15502
INFO 2025-05-11 05:21:20,348 basehttp 8873 6261043200 "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2025-05-11 05:21:20,349 basehttp 8873 6277869568 "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2025-05-11 05:21:20,349 basehttp 8873 6244216832 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 200 586
INFO 2025-05-11 05:21:20,354 basehttp 8873 6193737728 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-05-11 05:21:20,354 basehttp 8873 6210564096 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 285314
INFO 2025-05-11 05:21:20,355 basehttp 8873 6227390464 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 325171
INFO 2025-05-11 05:21:20,356 basehttp 8873 6210564096 "GET /static/admin/js/change_form.js HTTP/1.1" 200 606
INFO 2025-05-11 05:21:20,371 basehttp 8873 6193737728 "GET /static/admin/img/selector-icons.svg HTTP/1.1" 200 3291
INFO 2025-05-11 05:21:20,371 basehttp 8873 6227390464 "GET /static/admin/img/icon-unknown.svg HTTP/1.1" 200 655
INFO 2025-05-11 05:21:20,372 basehttp 8873 6210564096 "GET /static/admin/img/search.svg HTTP/1.1" 200 458
INFO 2025-05-11 05:21:20,372 basehttp 8873 6244216832 "GET /static/admin/img/icon-unknown-alt.svg HTTP/1.1" 200 655
INFO 2025-05-11 05:21:23,742 basehttp 8873 6244216832 "POST /admin/auth/group/add/ HTTP/1.1" 200 12742
INFO 2025-05-11 05:21:23,755 basehttp 8873 6244216832 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-05-11 05:21:27,014 basehttp 8873 6193737728 "GET /admin/ HTTP/1.1" 200 5309
INFO 2025-05-11 05:22:34,070 basehttp 8873 6261043200 "GET /api/restaurants/hot/ HTTP/1.1" 200 692
INFO 2025-05-11 05:22:51,588 basehttp 8873 6193737728 "GET /api/restaurants/hot/ HTTP/1.1" 200 7152
INFO 2025-05-11 05:22:51,605 basehttp 8873 6210564096 "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 200 3426
INFO 2025-05-11 05:22:51,605 basehttp 8873 6227390464 "GET /static/rest_framework/css/prettify.css HTTP/1.1" 200 817
INFO 2025-05-11 05:22:51,606 basehttp 8873 6244216832 "GET /static/rest_framework/css/default.css HTTP/1.1" 200 1152
INFO 2025-05-11 05:22:51,607 basehttp 8873 6277869568 "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 200 3796
INFO 2025-05-11 05:22:51,607 basehttp 8873 6210564096 "GET /static/rest_framework/js/csrf.js HTTP/1.1" 200 1793
INFO 2025-05-11 05:22:51,608 basehttp 8873 6210564096 "GET /static/rest_framework/js/load-ajax-form.js HTTP/1.1" 200 59
INFO 2025-05-11 05:22:51,609 basehttp 8873 6277869568 "GET /static/rest_framework/js/default.js HTTP/1.1" 200 1268
INFO 2025-05-11 05:22:51,609 basehttp 8873 6227390464 "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 200 39680
INFO 2025-05-11 05:22:51,609 basehttp 8873 6244216832 "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 200 13632
INFO 2025-05-11 05:22:51,609 basehttp 8873 6261043200 "GET /static/rest_framework/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
INFO 2025-05-11 05:22:51,610 basehttp 8873 6193737728 "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 200 121457
INFO 2025-05-11 05:22:51,620 basehttp 8873 6261043200 "GET /static/rest_framework/img/grid.png HTTP/1.1" 200 1458
INFO 2025-05-11 05:24:02,089 basehttp 8873 6311522304 "OPTIONS /api/api/restaurants/hot/?page=1&pageSize=12 HTTP/1.1" 200 0
WARNING 2025-05-11 05:24:02,100 basehttp 8873 6311522304 "GET /api/api/restaurants/hot/?page=1&pageSize=12 HTTP/1.1" 404 3272
WARNING 2025-05-11 05:25:47,747 basehttp 8873 6193737728 "GET /api/api/restaurants/hot/?page=1&pageSize=12 HTTP/1.1" 404 3272
INFO 2025-05-11 05:28:09,629 basehttp 8873 6210564096 "OPTIONS /api/restaurants/hot/?page=1&pageSize=12 HTTP/1.1" 200 0
INFO 2025-05-11 05:28:09,708 basehttp 8873 6210564096 "GET /api/restaurants/hot/?page=1&pageSize=12 HTTP/1.1" 200 692
INFO 2025-05-11 05:28:11,656 basehttp 8873 6210564096 "GET /api/restaurants/hot/?page=1&pageSize=12 HTTP/1.1" 200 692
INFO 2025-05-11 05:29:17,776 basehttp 8873 6210564096 "OPTIONS /api/restaurants/hot/?page=1&pageSize=12 HTTP/1.1" 200 0
INFO 2025-05-11 05:29:17,803 basehttp 8873 6210564096 "GET /api/restaurants/hot/?page=1&pageSize=12 HTTP/1.1" 200 692
INFO 2025-05-11 05:29:21,548 views 8873 6227390464 Fetching time slots for restaurant 3
INFO 2025-05-11 05:29:21,553 basehttp 8873 6210564096 "GET /api/restaurants/3 HTTP/1.1" 301 0
WARNING 2025-05-11 05:29:21,576 views 8873 6227390464 Restaurant 3 is closed on Saturday
INFO 2025-05-11 05:29:21,577 basehttp 8873 6244216832 "GET /api/restaurants/3/ HTTP/1.1" 200 356
WARNING 2025-05-11 05:29:21,577 basehttp 8873 6227390464 "GET /api/restaurants/3/time-slots/?date=2025-05-10&time=12:00&people=2 HTTP/1.1" 400 44
INFO 2025-05-11 05:29:21,578 views 8873 6244216832 Fetching time slots for restaurant 3
WARNING 2025-05-11 05:29:21,596 views 8873 6244216832 Restaurant 3 is closed on Saturday
WARNING 2025-05-11 05:29:21,598 basehttp 8873 6244216832 "GET /api/restaurants/3/time-slots/?date=2025-05-10&time=12:00&people=2 HTTP/1.1" 400 44
INFO 2025-05-11 05:29:21,599 basehttp 8873 6227390464 "GET /api/restaurants/3/ HTTP/1.1" 200 356
INFO 2025-05-11 05:29:48,006 basehttp 8873 6227390464 "OPTIONS /api/users/register/ HTTP/1.1" 200 0
INFO 2025-05-11 05:29:48,009 views 8873 6227390464 Registration attempt for username: roshiniii.04
INFO 2025-05-11 05:29:48,189 views 8873 6227390464 User registered successfully: roshiniii.04
INFO 2025-05-11 05:29:48,200 basehttp 8873 6227390464 "POST /api/users/register/ HTTP/1.1" 201 603
INFO 2025-05-11 05:29:48,203 basehttp 8873 6227390464 "OPTIONS /api/users/login/ HTTP/1.1" 200 0
INFO 2025-05-11 05:29:48,204 views 8873 6227390464 Login attempt for username: roshiniii.04
INFO 2025-05-11 05:29:48,300 views 8873 6227390464 User logged in successfully: roshiniii.04
INFO 2025-05-11 05:29:48,301 basehttp 8873 6227390464 "POST /api/users/login/ HTTP/1.1" 200 603
INFO 2025-05-11 05:29:52,365 basehttp 8873 6244216832 "OPTIONS /api/bookings/my-bookings/ HTTP/1.1" 200 0
INFO 2025-05-11 05:29:52,366 basehttp 8873 6227390464 "OPTIONS /api/bookings/my-bookings/ HTTP/1.1" 200 0
INFO 2025-05-11 05:29:52,411 basehttp 8873 6227390464 "GET /api/bookings/my-bookings/ HTTP/1.1" 200 2
INFO 2025-05-11 05:29:52,433 basehttp 8873 6227390464 "GET /api/bookings/my-bookings/ HTTP/1.1" 200 2
INFO 2025-05-11 05:29:55,342 basehttp 8873 6194311168 "OPTIONS /api/restaurants/3 HTTP/1.1" 200 0
INFO 2025-05-11 05:29:55,344 basehttp 8873 6227390464 "OPTIONS /api/restaurants/3 HTTP/1.1" 200 0
INFO 2025-05-11 05:29:55,345 basehttp 8873 6244216832 "OPTIONS /api/restaurants/3/time-slots/?date=2025-05-10&time=12:00&people=2 HTTP/1.1" 200 0
INFO 2025-05-11 05:29:55,345 basehttp 8873 6194311168 "OPTIONS /api/restaurants/3/ HTTP/1.1" 200 0
INFO 2025-05-11 05:29:55,348 basehttp 8873 6261043200 "OPTIONS /api/restaurants/3/time-slots/?date=2025-05-10&time=12:00&people=2 HTTP/1.1" 200 0
INFO 2025-05-11 05:29:55,349 basehttp 8873 6227390464 "OPTIONS /api/restaurants/3/ HTTP/1.1" 200 0
INFO 2025-05-11 05:29:55,357 views 8873 6244216832 Fetching time slots for restaurant 3
WARNING 2025-05-11 05:29:55,383 views 8873 6244216832 Restaurant 3 is closed on Saturday
WARNING 2025-05-11 05:29:55,384 basehttp 8873 6244216832 "GET /api/restaurants/3/time-slots/?date=2025-05-10&time=12:00&people=2 HTTP/1.1" 400 44
INFO 2025-05-11 05:29:55,389 views 8873 6244216832 Fetching time slots for restaurant 3
WARNING 2025-05-11 05:29:55,391 views 8873 6244216832 Restaurant 3 is closed on Saturday
WARNING 2025-05-11 05:29:55,392 basehttp 8873 6244216832 "GET /api/restaurants/3/time-slots/?date=2025-05-10&time=12:00&people=2 HTTP/1.1" 400 44
INFO 2025-05-11 05:29:55,403 basehttp 8873 6194311168 "GET /api/restaurants/3/ HTTP/1.1" 200 356
INFO 2025-05-11 05:29:55,412 basehttp 8873 6194311168 "GET /api/restaurants/3/ HTTP/1.1" 200 356
INFO 2025-05-11 05:30:07,537 basehttp 8873 6194311168 "GET /api/restaurants/3/ HTTP/1.1" 200 356
INFO 2025-05-11 05:30:07,545 basehttp 8873 6194311168 "GET /api/restaurants/3/ HTTP/1.1" 200 356
INFO 2025-05-11 05:30:17,080 basehttp 8873 6211137536 "OPTIONS /api/bookings/create-booking/ HTTP/1.1" 200 0
INFO 2025-05-11 05:30:17,092 views 8873 6227963904 Creating booking for user: roshiniii.04
WARNING 2025-05-11 05:30:17,093 views 8873 6227963904 Invalid booking data: {'slot_id': [ErrorDetail(string='This field may not be null.', code='null')]}
WARNING 2025-05-11 05:30:17,093 basehttp 8873 6227963904 "POST /api/bookings/create-booking/ HTTP/1.1" 400 43
INFO 2025-05-11 05:30:40,870 views 8873 6194311168 Fetching time slots for restaurant 3
WARNING 2025-05-11 05:30:40,876 views 8873 6194311168 Restaurant 3 is closed on Saturday
WARNING 2025-05-11 05:30:40,877 basehttp 8873 6194311168 "GET /api/restaurants/3/time-slots/?date=2025-05-10&time=12:00&people=2 HTTP/1.1" 400 44
INFO 2025-05-11 05:30:40,877 basehttp 8873 6211137536 "GET /api/restaurants/3/ HTTP/1.1" 200 356
INFO 2025-05-11 05:30:40,883 views 8873 6194311168 Fetching time slots for restaurant 3
WARNING 2025-05-11 05:30:40,885 views 8873 6194311168 Restaurant 3 is closed on Saturday
WARNING 2025-05-11 05:30:40,886 basehttp 8873 6194311168 "GET /api/restaurants/3/time-slots/?date=2025-05-10&time=12:00&people=2 HTTP/1.1" 400 44
INFO 2025-05-11 05:30:40,887 basehttp 8873 6211137536 "GET /api/restaurants/3/ HTTP/1.1" 200 356
INFO 2025-05-11 05:30:58,526 basehttp 8873 6193737728 "OPTIONS /api/bookings/reviews/create/ HTTP/1.1" 200 0
INFO 2025-05-11 05:30:58,545 basehttp 8873 6193737728 "POST /api/bookings/reviews/create/ HTTP/1.1" 201 188
INFO 2025-05-11 05:30:58,557 basehttp 8873 6193737728 "GET /api/restaurants/3/ HTTP/1.1" 200 480
INFO 2025-05-11 05:31:03,000 basehttp 8873 6227963904 "GET /api/bookings/my-bookings/ HTTP/1.1" 200 2
INFO 2025-05-11 05:31:03,007 basehttp 8873 6227963904 "GET /api/bookings/my-bookings/ HTTP/1.1" 200 2
INFO 2025-05-11 05:31:05,198 basehttp 8873 6193737728 "OPTIONS /api/restaurants/2 HTTP/1.1" 200 0
INFO 2025-05-11 05:31:05,201 basehttp 8873 6210564096 "OPTIONS /api/restaurants/2/time-slots/?date=2025-05-10&time=12:00&people=2 HTTP/1.1" 200 0
INFO 2025-05-11 05:31:05,201 basehttp 8873 6227390464 "OPTIONS /api/restaurants/2 HTTP/1.1" 200 0
INFO 2025-05-11 05:31:05,202 basehttp 8873 6244216832 "OPTIONS /api/restaurants/2/time-slots/?date=2025-05-10&time=12:00&people=2 HTTP/1.1" 200 0
INFO 2025-05-11 05:31:05,206 basehttp 8873 6193737728 "GET /api/restaurants/2 HTTP/1.1" 301 0
INFO 2025-05-11 05:31:05,207 basehttp 8873 6227390464 "OPTIONS /api/restaurants/2/ HTTP/1.1" 200 0
INFO 2025-05-11 05:31:05,207 basehttp 8873 6244216832 "OPTIONS /api/restaurants/2/ HTTP/1.1" 200 0
INFO 2025-05-11 05:31:05,212 views 8873 6210564096 Fetching time slots for restaurant 2
WARNING 2025-05-11 05:31:05,217 views 8873 6210564096 Restaurant 2 is closed on Saturday
WARNING 2025-05-11 05:31:05,218 basehttp 8873 6210564096 "GET /api/restaurants/2/time-slots/?date=2025-05-10&time=12:00&people=2 HTTP/1.1" 400 44
INFO 2025-05-11 05:31:05,221 basehttp 8873 6244216832 "GET /api/restaurants/2/ HTTP/1.1" 200 361
INFO 2025-05-11 05:31:05,227 views 8873 6210564096 Fetching time slots for restaurant 2
WARNING 2025-05-11 05:31:05,229 views 8873 6210564096 Restaurant 2 is closed on Saturday
WARNING 2025-05-11 05:31:05,230 basehttp 8873 6210564096 "GET /api/restaurants/2/time-slots/?date=2025-05-10&time=12:00&people=2 HTTP/1.1" 400 44
INFO 2025-05-11 05:31:05,231 basehttp 8873 6244216832 "GET /api/restaurants/2/ HTTP/1.1" 200 361
INFO 2025-05-11 05:31:14,106 basehttp 8873 6261043200 "OPTIONS /api/restaurants/2/time-slots/?date=2025-05-10&time=12:00&people=3 HTTP/1.1" 200 0
INFO 2025-05-11 05:31:14,129 views 8873 6261043200 Fetching time slots for restaurant 2
WARNING 2025-05-11 05:31:14,131 views 8873 6261043200 Restaurant 2 is closed on Saturday
WARNING 2025-05-11 05:31:14,132 basehttp 8873 6261043200 "GET /api/restaurants/2/time-slots/?date=2025-05-10&time=12:00&people=3 HTTP/1.1" 400 44
INFO 2025-05-11 05:31:16,003 basehttp 8873 6193737728 "OPTIONS /api/restaurants/2/time-slots/?date=2025-05-13&time=12:00&people=3 HTTP/1.1" 200 0
INFO 2025-05-11 05:31:16,009 views 8873 6193737728 Fetching time slots for restaurant 2
WARNING 2025-05-11 05:31:16,011 views 8873 6193737728 Restaurant 2 is closed on Tuesday
WARNING 2025-05-11 05:31:16,011 basehttp 8873 6193737728 "GET /api/restaurants/2/time-slots/?date=2025-05-13&time=12:00&people=3 HTTP/1.1" 400 44
INFO 2025-05-11 05:31:18,247 basehttp 8873 6193737728 "GET /api/restaurants/2/ HTTP/1.1" 200 361
INFO 2025-05-11 05:31:18,256 basehttp 8873 6193737728 "GET /api/restaurants/2/ HTTP/1.1" 200 361
INFO 2025-05-11 05:31:43,564 views 8873 6210564096 Fetching time slots for restaurant 2
WARNING 2025-05-11 05:31:43,571 views 8873 6210564096 Restaurant 2 is closed on Saturday
WARNING 2025-05-11 05:31:43,571 basehttp 8873 6210564096 "GET /api/restaurants/2/time-slots/?date=2025-05-10&time=12:00&people=2 HTTP/1.1" 400 44
INFO 2025-05-11 05:31:43,573 basehttp 8873 6227390464 "GET /api/restaurants/2/ HTTP/1.1" 200 361
INFO 2025-05-11 05:31:43,576 views 8873 6210564096 Fetching time slots for restaurant 2
WARNING 2025-05-11 05:31:43,579 views 8873 6210564096 Restaurant 2 is closed on Saturday
WARNING 2025-05-11 05:31:43,579 basehttp 8873 6210564096 "GET /api/restaurants/2/time-slots/?date=2025-05-10&time=12:00&people=2 HTTP/1.1" 400 44
INFO 2025-05-11 05:31:43,580 basehttp 8873 6227390464 "GET /api/restaurants/2/ HTTP/1.1" 200 361
INFO 2025-05-11 05:31:45,288 basehttp 8873 6244216832 "GET /api/restaurants/2/ HTTP/1.1" 200 361
INFO 2025-05-11 05:31:45,306 basehttp 8873 6244216832 "GET /api/restaurants/2/ HTTP/1.1" 200 361
INFO 2025-05-11 05:31:49,316 views 8873 6193737728 Creating booking for user: roshiniii.04
WARNING 2025-05-11 05:31:49,317 views 8873 6193737728 Invalid booking data: {'slot_id': [ErrorDetail(string='This field may not be null.', code='null')]}
WARNING 2025-05-11 05:31:49,317 basehttp 8873 6193737728 "POST /api/bookings/create-booking/ HTTP/1.1" 400 43
